areas
486661.6325050092
434578.3779397853
2532070.054524934
484860.8527386109
61261.86564543335
1108483.7421877705
1377549.6988546874
208956.51585234224
234992.46602569203
365069.03051580046
370555.6151139187
811977.2185438599
838861.2581822259
1023164.1610556459
239139.73925617256
264149.6033117838
373951.0996856198
552377.0039272419
1129536.398085926
199470.11920823227
191644.98566012087
270582.4365530024
1192434.0679822604
479681.0426140695
349286.8407132458
246443.3354668043
334780.0636078829
141043.31933370323
104960.76292298493
520909.02138381894
438863.5393060588
490654.6393946704
230910.3749186815
8876237.647985086
7374244.040678436
4934475.174367478
361964.75885953224
415163.8266023273
426100.7473663833
485076.05992232537
484746.83986528113
924496.9528886465
3884256.1666596094
316722.28907180246
99503.99268887039
209221.68126320877
5501385.489558459
6369610.486969423
1173887.7368199995
3891687.1946381764
986517.2171413491
1206878.8378954288
1244717.925300755
1384230.7800498556
1171457.9801110548
1126992.76956887
1277606.0052209846
2084586.7264965065
1083938.1227745488
2154213.408556601
1346675.7049632813
1134102.3790853152
658658.7541718421
891222.9219916053
150128790.06373706
917748.5010664371
1612152.360508581
828845.1749749043
1411636.3607272862
1188449.615204642
354337.4363483235
1307232.4923876042
1402967.344653581
1821727.9047445517
908122.5578599422
1215780.8261511985
894124.8486460558
955637.3236267683
