areas
26854637.217465017
16118886.788162177
48920488.19538704
10492460.080099087
33782123.119887635
43703253.495923586
92227697.29360443
17811988.05316965
50914814.962060764
29583100.67273692
62429418.06627287
32818850.745525148
119209750.31268911
76784032.36159016
57748285.26152777
17916695.881705564
81266457.5638081
32595882.979404572
33205280.197546396
17353929.971687738
14162494.877953349
63744121.931511395
42963013.759144366
17491092.583589848
1487443.4053370366
26984245.50076551
35648269.94729411
19928802.48979653
101309543.89761655
41203185.47468967
38417861.08959806
89362756.82824749
44438019.205503
38255599.35990049
72291483.07080387
65457320.187994875
270432951.80373174
120782740.83480714
127430827.77229306
232450029.70087376
58930308.17531797
316877999.177441
27898642.533146605
41960555.759582244
49087427.82530229
108130699.97373848
37361118.764769115
52541141.77184331
43801595.872245714
54937036.28637746
49185138.36712078
41101319.58662883
61419195.0857244
0.5494957000847981
64477887.78197712
32981820.84554255
49674621.96247538
53284420.38947537
80505401.34830308
197745184.0465838
35439662.0408057
38036565.009590276
11619017.449642269
1406913.2682185087
54285289.14820152
34865756.23838366
79983613.91052626
67011607.3414619
89763146.52761911
244312922.75832343
121750075.99831998
86277685.8883557
