areas
2966376.302676543
39727274.061917625
21605443.002531156
65287816.68669311
70533525.14549631
75567091.69899586
56311942.673921905
43678000.30243729
439972949.77782214
44478969.54350278
28041744.76495462
70550027.40762767
556744721.1477219
